pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Tenoxicam Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Diclofenac Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Antipyrine Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Etodolac Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Ketoprofen Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Acetylsalicylic Acid Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Diflunisal Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Acetaminophen  Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Sulindac Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Ketorolac Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Naproxen Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Etoricoxib Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Carprofen Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Fenoprofen Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Antrafenine Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Magnesium salicylate Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Lornoxicam Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Tolmetin Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Salicylic Acid Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Oxaprozin Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Indomethacin Action Pathway,SMPDB,0,,31 (31),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Meloxicam Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Suprofen Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
Mefenamic Acid Action Pathway,SMPDB,0,,30 (30),1,1,1,HMDB0010404,67 (72),0.422,1,0.786,0.919
ErbB signaling pathway - Homo sapiens (human),KEGG,1,EGFR,85 (85),0.425,1,0,,4 (4),1,1,0.789,0.921
RAC2 GTPase cycle,Reactome,1,LBR,85 (85),0.425,1,0,,4 (4),1,1,0.789,0.921
Cristae formation,Reactome,1,ATP5MC2,18 (18),0.11,0.921,0,,0 (0),1,1,0.11,0.921
Other glycan degradation - Homo sapiens (human),KEGG,1,HEXA,18 (18),0.11,0.921,0,,0 (0),1,1,0.11,0.921
SREBF and miR33 in cholesterol and lipid homeostasis,Wikipathways,1,FASN,18 (18),0.11,0.921,0,,0 (0),1,1,0.11,0.921
CXCR4-mediated signaling events,PID,1,INPP5D,86 (86),0.429,1,0,,4 (4),1,1,0.792,0.923
Colorectal cancer - Homo sapiens (human),KEGG,1,EGFR,86 (86),0.429,1,0,,1 (1),1,1,0.792,0.923
Pyrimidine metabolism,EHMN,0,,135 (135),1,1,1,HMDB0000273,69 (77),0.432,1,0.794,0.924
Celecoxib Action Pathway,SMPDB,0,,36 (36),1,1,1,HMDB0010404,70 (76),0.436,1,0.798,0.925
Protein-protein interactions at synapses,Reactome,1,EPB41L1,88 (88),0.437,1,0,,2 (2),1,1,0.798,0.925
Regulation of PLK1 Activity at G2/M Transition,Reactome,1,PPP1R12A,88 (88),0.437,1,0,,5 (5),1,1,0.798,0.925
Gap junction - Homo sapiens (human),KEGG,1,EGFR,88 (88),0.437,1,0,,10 (11),1,1,0.798,0.925
Pancreatic adenocarcinoma pathway,Wikipathways,1,EGFR,89 (89),0.44,1,0,,1 (2),1,1,0.801,0.926
PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human),KEGG,1,EGFR,89 (89),0.44,1,0,,4 (4),1,1,0.801,0.926
GABAergic synapse - Homo sapiens (human),KEGG,1,ABAT,89 (89),0.44,1,0,,9 (9),1,1,0.801,0.926
Organelle biogenesis and maintenance,Reactome,2,ATP5MC2;ACSS2,231 (231),0.443,1,0,,13 (16),1,1,0.804,0.926
Coronavirus disease - COVID-19 - Homo sapiens (human),KEGG,2,MBL2;EGFR,231 (232),0.443,1,0,,6 (10),1,1,0.804,0.926
RAB GEFs exchange GTP for GDP on RABs,Reactome,1,RAB32,90 (90),0.444,1,0,,4 (4),1,1,0.804,0.926
Thermogenesis - Homo sapiens (human),KEGG,2,ACSL1;ATP5MC2,232 (232),0.445,1,0,,19 (23),1,1,0.805,0.926
Integration of energy metabolism,Reactome,1,SLC2A2,91 (91),0.447,1,0,,29 (34),1,1,0.807,0.926
Collagen formation,Reactome,1,COL5A2,91 (91),0.447,1,0,,13 (16),1,1,0.807,0.926
ErbB signaling pathway,Wikipathways,1,EGFR,92 (92),0.451,1,0,,4 (5),1,1,0.81,0.926
Apoptosis Modulation and Signaling,Wikipathways,1,PEA15,92 (92),0.451,1,0,,1 (1),1,1,0.81,0.926
RAF/MAP kinase cascade,Reactome,2,PEA15;EGFR,235 (235),0.452,1,0,,22 (36),1,1,0.811,0.926
MAPK1/MAPK3 signaling,Reactome,2,PEA15;EGFR,236 (236),0.454,1,0,,22 (36),1,1,0.812,0.926
Complement system,Wikipathways,1,MBL2,93 (93),0.455,1,0,,2 (5),1,1,0.813,0.926
GnRH signaling pathway - Homo sapiens (human),KEGG,1,EGFR,93 (93),0.455,1,0,,6 (6),1,1,0.813,0.926
TNF-alpha signaling pathway,Wikipathways,1,PYGL,93 (93),0.455,1,0,,2 (3),1,1,0.813,0.926
Ibuprofen Action Pathway,SMPDB,0,,50 (50),1,1,1,HMDB0010404,74 (79),0.455,1,0.813,0.926
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome,1,IGHM,94 (94),0.458,1,0,,5 (8),1,1,0.816,0.928
RAC3 GTPase cycle,Reactome,1,LBR,94 (94),0.458,1,0,,6 (6),1,1,0.816,0.928
Xenobiotics metabolism,EHMN,0,,51 (51),1,1,1,HMDB0060326,75 (93),0.459,1,0.817,0.928
Calcium signaling pathway - Homo sapiens (human),KEGG,2,EGFR;MYLK,239 (240),0.46,1,0,,8 (11),1,1,0.817,0.928
Creation of C4 and C2 activators,Reactome,1,MBL2,95 (95),0.462,1,0,,3 (10),1,1,0.819,0.928
RHO GTPases activate PKNs,Reactome,1,PPP1R12A,96 (97),0.465,1,0,,14 (15),1,1,0.821,0.93
Neuronal System,Reactome,3,COMT;ABAT;EPB41L1,391 (391),0.467,1,0,,69 (78),1,1,0.822,0.931
Phosphatidylinositol signaling system - Homo sapiens (human),KEGG,1,INPP5D,97 (97),0.469,1,0,,19 (29),1,1,0.824,0.931
Prostate cancer - Homo sapiens (human),KEGG,1,EGFR,97 (97),0.469,1,0,,11 (11),1,1,0.824,0.931
Cellular response to chemical stress,Reactome,1,GPX7,99 (99),0.476,1,0,,33 (41),1,1,0.829,0.935
CD4 T cell receptor signaling-NFkB cascade,INOH,1,PSMB10,99 (99),0.476,1,0,,3 (4),1,1,0.829,0.935
PI5P_ PP2A and IER3 Regulate PI3K/AKT Signaling,Reactome,1,EGFR,100 (100),0.479,1,0,,7 (12),1,1,0.832,0.936
Parkinson disease - Homo sapiens (human),KEGG,2,ATP5MC2;SEPTIN5,249 (249),0.482,1,0,,19 (21),1,1,0.833,0.937
Amoebiasis - Homo sapiens (human),KEGG,1,SERPINB6,101 (102),0.482,1,0,,11 (13),1,1,0.834,0.937
Initial triggering of complement,Reactome,1,MBL2,102 (102),0.486,1,0,,4 (11),1,1,0.837,0.939
Protein digestion and absorption - Homo sapiens (human),KEGG,1,COL5A2,103 (103),0.489,1,0,,44 (47),1,1,0.839,0.939
Visual phototransduction,Reactome,1,APOA2,103 (103),0.489,1,0,,48 (68),1,1,0.839,0.939
Electron Transport Chain (OXPHOS system in mitochondria),Wikipathways,1,ATP5MC2,103 (103),0.489,1,0,,10 (12),1,1,0.839,0.939
MicroRNAs in cardiomyocyte hypertrophy,Wikipathways,1,MYLK,104 (104),0.493,1,0,,3 (3),1,1,0.841,0.94
Reproduction,Reactome,1,CD9,105 (106),0.496,1,0,,9 (11),1,1,0.844,0.94
Cargo recognition for clathrin-mediated endocytosis,Reactome,1,EGFR,105 (105),0.496,1,0,,8 (10),1,1,0.844,0.94
PI3K/AKT Signaling in Cancer,Reactome,1,EGFR,106 (106),0.499,1,0,,5 (21),1,1,0.846,0.94
ErbB1 downstream signaling,PID,1,EGFR,106 (106),0.499,1,0,,7 (7),1,1,0.846,0.94
Parathyroid hormone synthesis_ secretion and action - Homo sapiens (human),KEGG,1,EGFR,106 (106),0.499,1,0,,9 (10),1,1,0.846,0.94
Post-translational protein phosphorylation,Reactome,1,APOA2,107 (107),0.502,1,0,,2 (2),1,1,0.848,0.94
Pre-NOTCH Expression and Processing,Reactome,1,POFUT1,107 (108),0.502,1,0,,11 (12),1,1,0.848,0.94
Purine nucleotides nucleosides metabolism,INOH,1,PKLR,107 (107),0.502,1,0,,77 (80),1,1,0.848,0.94
Negative regulation of the PI3K/AKT network,Reactome,1,EGFR,107 (107),0.502,1,0,,8 (14),1,1,0.848,0.94
Thermogenesis,Wikipathways,1,ACSL1,108 (108),0.506,1,0,,17 (25),1,1,0.85,0.942
HIF-1 signaling pathway - Homo sapiens (human),KEGG,1,EGFR,109 (109),0.509,1,0,,13 (15),1,1,0.853,0.944
SARS-CoV Infections,Reactome,1,COMT,111 (111),0.515,1,0,,13 (26),1,1,0.857,0.947
Respiratory electron transport_ ATP synthesis by chemiosmotic coupling_ and heat production by uncoupling proteins.,Reactome,1,ATP5MC2,113 (113),0.522,1,0,,17 (25),1,1,0.861,0.951
Class A/1 (Rhodopsin-like receptors),Reactome,0,,346 (346),1,1,1,HMDB0002183,90 (113),0.523,1,0.862,0.951
MAPK family signaling cascades,Reactome,2,PEA15;EGFR,270 (270),0.525,1,0,,22 (36),1,1,0.863,0.951
ESC Pluripotency Pathways,Wikipathways,1,EGFR,116 (116),0.531,1,0,,4 (5),1,1,0.867,0.954
Rab regulation of trafficking,Reactome,1,RAB32,116 (116),0.531,1,0,,6 (6),1,1,0.867,0.954
Spinal Cord Injury,Wikipathways,1,EGFR,117 (117),0.534,1,0,,5 (9),1,1,0.869,0.955
Glycosaminoglycan metabolism,Reactome,1,HEXA,119 (119),0.54,1,0,,30 (60),1,1,0.873,0.958
Fragile X Syndrome,Wikipathways,1,ABAT,119 (119),0.54,1,0,,3 (6),1,1,0.873,0.958
AMPK signaling pathway - Homo sapiens (human),KEGG,1,FASN,120 (120),0.543,1,0,,17 (23),1,1,0.875,0.959
Integrin,INOH,1,COL5A2,124 (124),0.555,1,0,,2 (2),1,1,0.882,0.965
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome,1,APOA2,124 (124),0.555,1,0,,3 (3),1,1,0.882,0.965
Signaling by the B Cell Receptor (BCR),Reactome,1,IGHM,126 (126),0.561,1,0,,10 (14),1,1,0.885,0.967
Deubiquitination,Reactome,2,OGT;PSMB10,290 (290),0.564,1,0,,3 (10),1,1,0.887,0.968
Lysosome - Homo sapiens (human),KEGG,1,HEXA,128 (128),0.566,1,0,,3 (4),1,1,0.888,0.969
Relaxin signaling pathway - Homo sapiens (human),KEGG,1,EGFR,129 (129),0.569,1,0,,6 (6),1,1,0.89,0.97
Signaling by Nuclear Receptors,Reactome,2,FASN;EGFR,294 (295),0.571,1,0,,42 (49),1,1,0.891,0.97
Angiopoietin Like Protein 8 Regulatory Pathway,Wikipathways,1,FASN,131 (131),0.575,1,0,,5 (9),1,1,0.893,0.97
Platelet degranulation ,Reactome,1,CD9,131 (131),0.575,1,0,,9 (9),1,1,0.893,0.97
FoxO signaling pathway - Homo sapiens (human),KEGG,1,EGFR,131 (131),0.575,1,0,,4 (5),1,1,0.893,0.97
CD4 T cell receptor signaling,INOH,1,PSMB10,132 (132),0.578,1,0,,6 (7),1,1,0.895,0.97
Dopaminergic synapse - Homo sapiens (human),KEGG,1,COMT,132 (132),0.578,1,0,,12 (12),1,1,0.895,0.97
Oxidative phosphorylation - Homo sapiens (human),KEGG,1,ATP5MC2,133 (133),0.58,1,0,,14 (16),1,1,0.896,0.97
Response to elevated platelet cytosolic Ca2+,Reactome,1,CD9,136 (136),0.589,1,0,,10 (11),1,1,0.901,0.972
Apoptosis - Homo sapiens (human),KEGG,1,SEPTIN4,136 (136),0.589,1,0,,4 (4),1,1,0.901,0.972
Complement cascade,Reactome,1,MBL2,137 (137),0.591,1,0,,4 (12),1,1,0.902,0.972
Apelin signaling pathway - Homo sapiens (human),KEGG,1,MYLK,137 (137),0.591,1,0,,8 (9),1,1,0.902,0.972
Estrogen signaling pathway - Homo sapiens (human),KEGG,1,EGFR,137 (138),0.591,1,0,,8 (8),1,1,0.902,0.972
Huntington disease - Homo sapiens (human),KEGG,2,GPX7;ATP5MC2,306 (306),0.593,1,0,,5 (6),1,1,0.903,0.972
G2/M Transition,Reactome,1,PPP1R12A,138 (138),0.594,1,0,,8 (9),1,1,0.903,0.972
Pathways of neurodegeneration - multiple diseases - Homo sapiens (human),KEGG,3,GPX7;ATP5MC2;SEPTIN5,475 (475),0.599,1,0,,20 (32),1,1,0.906,0.972
Mitotic G2-G2/M phases,Reactome,1,PPP1R12A,140 (140),0.599,1,0,,8 (9),1,1,0.906,0.972
JAK STAT pathway and regulation,INOH,2,PSMB10;EGFR,310 (310),0.6,1,0,,2 (2),1,1,0.907,0.972
Clathrin-mediated endocytosis,Reactome,1,EGFR,142 (142),0.604,1,0,,12 (17),1,1,0.909,0.972
Direct p53 effectors,PID,1,EGFR,142 (142),0.604,1,0,,1 (1),1,1,0.909,0.972
HATs acetylate histones,Reactome,1,OGT,142 (142),0.604,1,0,,2 (2),1,1,0.909,0.972
RHO GTPase Effectors,Reactome,2,PPP1R12A;MYLK,313 (314),0.605,1,0,,24 (29),1,1,0.909,0.972
Male infertility,Wikipathways,1,PON1,145 (145),0.612,1,0,,4 (4),1,1,0.913,0.974
Breast cancer - Homo sapiens (human),KEGG,1,EGFR,147 (147),0.617,1,0,,3 (3),1,1,0.915,0.975
Phospholipase D signaling pathway - Homo sapiens (human),KEGG,1,EGFR,147 (148),0.617,1,0,,9 (11),1,1,0.915,0.975
Gastric cancer - Homo sapiens (human),KEGG,1,EGFR,149 (149),0.622,1,0,,3 (4),1,1,0.917,0.976
RHOA GTPase cycle,Reactome,1,LBR,149 (149),0.622,1,0,,4 (4),1,1,0.917,0.976
Hepatitis B infection,Wikipathways,1,SLC10A1,152 (152),0.63,1,0,,1 (1),1,1,0.921,0.979
Breast cancer pathway,Wikipathways,1,EGFR,154 (154),0.634,1,0,,4 (4),1,1,0.923,0.98
Cushing syndrome - Homo sapiens (human),KEGG,1,EGFR,155 (155),0.637,1,0,,12 (13),1,1,0.924,0.98
Hepatitis C - Homo sapiens (human),KEGG,1,EGFR,157 (157),0.642,1,0,,1 (2),1,1,0.926,0.982
Hemostasis,Reactome,4,CD9;INPP5D;IGHM;SERPINB6,677 (677),0.645,1,0,,42 (67),1,1,0.928,0.982
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,Wikipathways,1,GCK,159 (159),0.646,1,0,,13 (15),1,1,0.928,0.982
CDC42 GTPase cycle,Reactome,1,LBR,160 (160),0.649,1,0,,4 (4),1,1,0.929,0.982
Hepatitis B - Homo sapiens (human),KEGG,1,SLC10A1,162 (162),0.653,1,0,,1 (1),1,1,0.931,0.983
Signaling by Rho GTPases,Reactome,4,LBR;PPP1R12A;MYLK;NIPSNAP2,688 (689),0.658,1,0,,24 (29),1,1,0.933,0.984
BMP Signaling Pathway in Eyelid Development,Wikipathways,1,EGFR,20 (20),0.122,0.988,0,,0 (0),1,1,0.122,0.988
Protein processing in endoplasmic reticulum - Homo sapiens (human),KEGG,1,DNAJC10,170 (171),0.671,1,0,,1 (6),1,1,0.939,0.989
Pathways in cancer - Homo sapiens (human),KEGG,3,EGFR;GSTM3;GSTM4,531 (531),0.674,1,0,,26 (31),1,1,0.94,0.989
Signaling by Rho GTPases_ Miro GTPases and RHOBTB3,Reactome,4,LBR;PPP1R12A;MYLK;NIPSNAP2,704 (705),0.675,1,0,,24 (29),1,1,0.94,0.989
Axon guidance,Reactome,2,SHTN1;EGFR,356 (356),0.675,1,0,,11 (17),1,1,0.94,0.989
Muscle contraction,Reactome,1,MYLK,174 (174),0.68,1,0,,15 (16),1,1,0.942,0.989
Amyotrophic lateral sclerosis - Homo sapiens (human),KEGG,2,GPX7;ATP5MC2,364 (364),0.687,1,0,,10 (14),1,1,0.945,0.991
Ras signaling,Wikipathways,1,EGFR,184 (184),0.7,1,0,,7 (7),1,1,0.95,0.994
Neurotransmitter receptors and postsynaptic signal transmission,Reactome,1,EPB41L1,185 (185),0.702,1,0,,21 (24),1,1,0.95,0.994
RAC1 GTPase cycle,Reactome,1,LBR,185 (185),0.702,1,0,,6 (6),1,1,0.95,0.994
VEGF,INOH,1,EGFR,188 (188),0.708,1,0,,3 (4),1,1,0.952,0.995
Nervous system development,Reactome,2,SHTN1;EGFR,379 (379),0.709,1,0,,11 (17),1,1,0.953,0.995
Mitotic Anaphase,Reactome,1,LBR,195 (195),0.721,1,0,,11 (14),1,1,0.957,0.997
Mitotic Metaphase and Anaphase,Reactome,1,LBR,196 (196),0.723,1,0,,11 (14),1,1,0.957,0.997
Infectious disease,Reactome,4,CD9;COMT;RNF213;EGFR,750 (750),0.723,1,0,,75 (127),1,1,0.958,0.997
Sensory Perception,Reactome,3,APOA2;EPB41L1;GSN,585 (585),0.737,1,0,,49 (69),1,1,0.962,1
Rap1 signaling pathway - Homo sapiens (human),KEGG,1,EGFR,210 (210),0.747,1,0,,5 (5),1,1,0.965,1
Ub-specific processing proteases,Reactome,1,PSMB10,214 (214),0.754,1,0,,1 (2),1,1,0.967,1
ESR-mediated signaling,Reactome,1,EGFR,216 (217),0.757,1,0,,27 (30),1,1,0.968,1
cAMP signaling pathway - Homo sapiens (human),KEGG,1,PPP1R12A,216 (216),0.757,1,0,,22 (25),1,1,0.968,1
PIP3 activates AKT signaling,Reactome,1,EGFR,218 (218),0.76,1,0,,15 (21),1,1,0.969,1
Purine metabolism,EHMN,1,ATP5MC2,222 (222),0.766,1,0,,86 (94),1,1,0.97,1
Human cytomegalovirus infection - Homo sapiens (human),KEGG,1,EGFR,225 (225),0.771,1,0,,5 (6),1,1,0.972,1
Ras signaling pathway - Homo sapiens (human),KEGG,1,EGFR,232 (232),0.781,1,0,,7 (7),1,1,0.974,1
RHO GTPase cycle,Reactome,2,LBR;NIPSNAP2,442 (442),0.785,1,0,,6 (6),1,1,0.975,1
Neddylation,Reactome,1,PSMB10,236 (236),0.787,1,0,,4 (4),1,1,0.976,1
Signaling by Interleukins,Reactome,1,INPP5D,240 (240),0.793,1,0,,4 (7),1,1,0.977,1
MAPK Signaling Pathway,Wikipathways,1,EGFR,246 (246),0.801,1,0,,5 (5),1,1,0.979,1
Shigellosis - Homo sapiens (human),KEGG,1,EGFR,246 (246),0.801,1,0,,9 (14),1,1,0.979,1
Signaling by Receptor Tyrosine Kinases,Reactome,2,HPN;EGFR,464 (464),0.808,1,0,,35 (53),1,1,0.98,1
Endocytosis - Homo sapiens (human),KEGG,1,EGFR,252 (252),0.808,1,0,,3 (6),1,1,0.98,1
Intracellular signaling by second messengers,Reactome,1,EGFR,259 (259),0.817,1,0,,22 (28),1,1,0.982,1
Platelet activation_ signaling and aggregation,Reactome,1,CD9,263 (263),0.822,1,0,,22 (28),1,1,0.983,1
Antigen processing: Ubiquitination & Proteasome degradation,Reactome,1,RNF213,265 (265),0.824,1,0,,4 (5),1,1,0.984,1
Innate Immune System,Reactome,5,MBL2;PYGL;VAT1;GSN;SERPINB6,1064 (1065),0.829,1,0,,57 (119),1,1,0.984,1
Post-translational protein modification,Reactome,7,NPL;PSMB10;RAB32;APOA2;GFPT1;OGT;AMDHD2,1425 (1425),0.829,1,0,,96 (182),1,1,0.985,1
Chromatin modifying enzymes,Reactome,1,OGT,271 (271),0.831,1,0,,15 (17),1,1,0.985,1
Chromatin organization,Reactome,1,OGT,271 (271),0.831,1,0,,15 (17),1,1,0.985,1
Prion disease - Homo sapiens (human),KEGG,1,ATP5MC2,273 (273),0.833,1,0,,5 (5),1,1,0.985,1
Diseases of signal transduction by growth factor receptors and second messengers,Reactome,1,EGFR,274 (274),0.834,1,0,,18 (71),1,1,0.985,1
Extracellular matrix organization,Reactome,1,COL5A2,287 (287),0.848,1,0,,21 (30),1,1,0.988,1
Adaptive Immune System,Reactome,3,INPP5D;RNF213;IGHM,719 (719),0.852,1,0,,27 (51),1,1,0.988,1
MAPK signaling pathway - Homo sapiens (human),KEGG,1,EGFR,294 (294),0.855,1,0,,5 (5),1,1,0.989,1
Cell Cycle_ Mitotic,Reactome,2,LBR;PPP1R12A,523 (524),0.858,1,0,,34 (40),1,1,0.989,1
Class I MHC mediated antigen processing & presentation,Reactome,1,RNF213,316 (316),0.875,1,0,,14 (21),1,1,0.992,1
Human papillomavirus infection - Homo sapiens (human),KEGG,1,EGFR,331 (331),0.887,1,0,,3 (3),1,1,0.993,1
PI3K-Akt signaling pathway,Wikipathways,1,EGFR,339 (340),0.893,1,0,,3 (4),1,1,0.994,1
PI3K-Akt signaling pathway - Homo sapiens (human),KEGG,1,EGFR,353 (354),0.902,1,0,,3 (4),1,1,0.995,1
Disease,Reactome,4,CD9;COMT;RNF213;EGFR,1029 (1029),0.909,1,0,,91 (198),1,1,0.996,1
Alzheimer disease - Homo sapiens (human),KEGG,1,ATP5MC2,369 (369),0.912,1,0,,9 (16),1,1,0.996,1
Cell Cycle,Reactome,2,LBR;PPP1R12A,621 (622),0.916,1,0,,35 (44),1,1,0.996,1
Immune System,Reactome,8,RNF213;PYGL;IGHM;INPP5D;SERPINB6;GSN;MBL2;VAT1,1827 (1828),0.919,1,0,,65 (147),1,1,0.997,1
M Phase,Reactome,1,LBR,382 (383),0.919,1,0,,22 (26),1,1,0.997,1
Developmental Biology,Reactome,2,SHTN1;EGFR,676 (676),0.938,1,0,,20 (30),1,1,0.998,1
Cytokine Signaling in Immune system,Reactome,1,INPP5D,471 (471),0.956,1,0,,9 (21),1,1,0.999,1
Cellular responses to stress,Reactome,1,GPX7,553 (554),0.975,1,0,,55 (74),1,1,1,1
Metabolism of proteins,Reactome,7,NPL;PSMB10;RAB32;APOA2;GFPT1;OGT;AMDHD2,1934 (1935),0.975,1,0,,131 (288),1,1,1,1
Cellular responses to external stimuli,Reactome,1,GPX7,568 (569),0.977,1,0,,57 (76),1,1,1,1
Generic Transcription Pathway,Reactome,3,LBR;EGFR;GCK,1177 (1178),0.985,1,0,,41 (55),1,1,1,1
RNA Polymerase II Transcription,Reactome,3,LBR;EGFR;GCK,1306 (1307),0.993,1,0,,44 (62),1,1,1,1
Gene expression (Transcription),Reactome,3,LBR;EGFR;GCK,1438 (1439),0.997,1,0,,49 (74),1,1,1,1
Phosphatidylcholine catabolism,Wikipathways,0,,0 (0),1,1,2,HMDB0010404;HMDB0013461,6 (9),0.000907,1,0.000907,1
Oligodendrocyte specification and differentiation_ leading to myelin components for CNS,Wikipathways,0,,0 (0),1,1,1,HMDB0013461,8 (11),0.0627,1,0.0627,1
Pyrimidine metabolism and related diseases,Wikipathways,0,,0 (0),1,1,1,HMDB0000273,14 (37),0.107,1,0.107,1
Biomarkers for pyrimidine metabolism disorders,Wikipathways,0,,0 (0),1,1,1,HMDB0000273,15 (34),0.114,1,0.114,1
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease,Wikipathways,1,ENG,25 (25),0.15,1,0,,0 (0),1,1,0.15,1
Syndecan-3-mediated signaling events,PID,1,EGFR,26 (26),0.156,1,0,,0 (1),1,1,0.156,1
ALK1 signaling events,PID,1,ENG,26 (26),0.156,1,0,,0 (0),1,1,0.156,1
Interleukin receptor SHC signaling,Reactome,1,INPP5D,27 (27),0.161,1,0,,0 (0),1,1,0.161,1
IL3-mediated signaling events,PID,1,INPP5D,28 (28),0.166,1,0,,0 (0),1,1,0.166,1
NOTCH-Ncore,Signalink,1,POFUT1,28 (28),0.166,1,0,,0 (0),1,1,0.166,1
Extracellular vesicle-mediated signaling in recipient cells,Wikipathways,1,EGFR,30 (30),0.177,1,0,,0 (0),1,1,0.177,1
Hippo-Merlin Signaling Dysregulation,Wikipathways,2,PPP1R12A;EGFR,120 (120),0.182,1,0,,0 (0),1,1,0.182,1
Apoptosis - multiple species - Homo sapiens (human),KEGG,1,SEPTIN4,32 (32),0.188,1,0,,0 (0),1,1,0.188,1
Regulation of Glucokinase by Glucokinase Regulatory Protein,Reactome,1,GCK,32 (32),0.188,1,0,,0 (0),1,1,0.188,1
Inflammatory Response Pathway,Wikipathways,1,IGHM,33 (33),0.193,1,0,,0 (0),1,1,0.193,1
Urea cycle and metabolism of amino groups,Wikipathways,0,,0 (0),1,1,1,HMDB0000128,28 (32),0.203,1,0.203,1
rac1 cell motility signaling pathway,BioCarta,1,MYLK,36 (36),0.209,1,0,,0 (0),1,1,0.209,1
Apoptotic cleavage of cellular proteins,Reactome,1,GSN,38 (38),0.219,1,0,,0 (0),1,1,0.219,1
Various types of N-glycan biosynthesis - Homo sapiens (human),KEGG,1,HEXA,39 (39),0.224,1,0,,0 (31),1,1,0.224,1
Signaling events mediated by HDAC Class III,PID,1,ACSS2,39 (39),0.224,1,0,,0 (0),1,1,0.224,1
Bladder cancer,Wikipathways,1,EGFR,40 (40),0.229,1,0,,0 (0),1,1,0.229,1
Gastrin,NetPath,1,EGFR,41 (41),0.234,1,0,,0 (0),1,1,0.234,1
Bladder cancer - Homo sapiens (human),KEGG,1,EGFR,41 (41),0.234,1,0,,0 (0),1,1,0.234,1
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,Reactome,1,EGFR,41 (41),0.234,1,0,,0 (0),1,1,0.234,1
Ectoderm Differentiation,Wikipathways,2,OGT;SERPINB6,142 (142),0.234,1,0,,0 (0),1,1,0.234,1
AndrogenReceptor,NetPath,2,EGFR;GSN,142 (142),0.234,1,0,,0 (0),1,1,0.234,1
miRNA targets in ECM and membrane receptors,Wikipathways,1,COL5A2,43 (43),0.244,1,0,,0 (0),1,1,0.244,1
Syndecan-1-mediated signaling events,PID,1,COL5A2,43 (43),0.244,1,0,,0 (1),1,1,0.244,1
Collagen chain trimerization,Reactome,1,COL5A2,44 (44),0.249,1,0,,0 (0),1,1,0.249,1
RAGE,NetPath,1,EGFR,45 (45),0.254,1,0,,0 (0),1,1,0.254,1
Aryl Hydrocarbon Receptor Netpath,Wikipathways,1,EGFR,46 (46),0.259,1,0,,0 (2),1,1,0.259,1
